bnr,vnb_id,firmenname,bnetza_name,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044,c045,c046,c047,c048,c049,c050,c051,c052,c053,c054,c055,c056,c057,c058,c059,c060,c061,c062,c063,c064
10000596,7e1855f6,Teutoburger Energie Netzwerk eG (TEN eG),Teutoburger Energie Netzwerk eG (TEN eG),507.0,0.0,0.0,50.0,150.0,250.0,57.0,507.0,507.0,1.0,10.0,2.0,0.0,0.0,0.0,1.0,11.0,12.0,12.0,1.0,,,,,,,,,,,94.0,0.0,0.0,100.0,194.0,0.0,0.0,0.0,194.0,194.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000600,9d944aba,Stadtwerke Winsen (Luhe) GmbH,Stadtwerke Winsen (Luhe) GmbH,377.0,0.0,0.0,15.0,100.0,5.0,0.0,120.0,377.0,0.3183,,,,,,,,,,,,,,,,,,,,,67.0,0.0,276.0,79.0,380.0,42.0,0.0,0.0,422.0,422.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000602,cdac4a36,Stadtwerke Waldkraiburg GmbH,Stadtwerke Waldkraiburg GmbH,19.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,19.0,1.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000603,fdb1c4d2,Stadtwerke Görlitz AG,Stadtwerke Görlitz AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000604,772a488f,Stadtwerke Schwabach GmbH,Stadtwerke Schwabach GmbH,446.0,0.0,4.0,1.0,16.0,429.0,0.0,446.0,450.0,0.9911,,,,,,,,,,,,,,,,,,,,,101.0,0.0,268.0,34.0,0.0,101.0,302.0,0.0,403.0,403.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000606,b3ff2b42,Stadtwerke Hollfeld,Stadtwerke Hollfeld,27.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000614,936e2090,Stadtwerke Soltau GmbH & Co. KG,Stadtwerke Soltau GmbH & Co. KG,170.0,0.0,0.0,150.0,20.0,0.0,0.0,170.0,170.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,1.0,,,,,,,,,,,37.0,3.0,180.0,91.0,200.0,105.0,0.0,0.0,305.0,311.0,0.9807,0.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,6.0,6.0,1.0,,,,,,,,,,,
10000616,355f3613,Stadtwerke Schneverdingen-Neuenkirchen GmbH,Stadtwerke Schneverdingen-Neuenkirchen GmbH,358.0,0.0,0.0,233.0,125.0,0.0,0.0,358.0,358.0,1.0,5.0,1.0,0.0,0.0,3.0,2.0,0.0,5.0,6.0,0.8333,,,,,,,,,,,56.0,0.0,243.0,72.0,233.0,125.0,0.0,0.0,358.0,371.0,0.965,,,,,,,,,,,,,,,,,,,,,,,
10000618,a6e1d1cc,Stadtwerke Oberkirch GmbH,Stadtwerke Oberkirch GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000619,fd411ec5,Stadtwerke Lippstadt GmbH,Stadtwerke Lippstadt GmbH,760.0,0.0,0.0,760.0,0.0,0.0,0.0,760.0,760.0,1.0,11.0,1.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,1.0,,,,,,,,,,,153.0,0.0,542.0,85.0,780.0,0.0,0.0,0.0,780.0,780.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,,,,,,,,,,,
10000621,183eed4d,Stadtwerke Landau a.d.Isar,Stadtwerke Landau a.d. Isar,240.0,0.0,0.0,,,240.0,0.0,240.0,240.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,10.0,0.0,15.0,0.0,0.0,15.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000623,b6c3277d,Stadtwerke Herne AG,Stadtwerke Herne AG,298.0,0.0,0.0,298.0,0.0,0.0,0.0,298.0,298.0,1.0,14.0,0.0,0.0,0.0,0.0,13.0,1.0,14.0,14.0,1.0,,,,,,,,,,,72.0,0.0,141.0,71.0,0.0,150.0,133.0,0.0,283.0,284.0,0.9965,,,,,,,,,,,,,,,,,,,,,,,
10000626,dabe5129,Stadtwerke Haslach,Stadtwerke Haslach i.K.,107.0,0.0,0.0,100.0,7.0,0.0,0.0,107.0,107.0,1.0,,,,,,,,,,,,,,,,,,,,,10.0,0.0,25.0,25.0,50.0,10.0,0.0,0.0,60.0,60.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000628,fc295fe3,Stadtwerke Detmold GmbH,Stadtwerke Detmold GmbH,529.0,0.0,0.0,490.0,39.0,0.0,0.0,529.0,529.0,1.0,19.0,1.0,0.0,0.0,15.0,4.0,1.0,20.0,20.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000631,1dbbe9b3,HEWA GmbH,HEWA GmbH,123.0,0.0,0.0,123.0,0.0,0.0,0.0,123.0,123.0,1.0,,,,,,,,,,,,,,,,,,,,,33.0,9.0,106.0,18.0,151.0,0.0,0.0,0.0,151.0,166.0,0.9096,,,,,,,,,,,,,,,,,,,,,,,
10000634,1a13666a,Energieversorgung Dahlenburg-Bleckede AG,Energieversorgung Dahlenburg-Bleckede AG,463.0,0.0,0.0,463.0,0.0,0.0,0.0,463.0,463.0,1.0,,,,,,,,,,,,,,,,,,,,,26.0,46.0,180.0,12.0,264.0,0.0,0.0,0.0,264.0,264.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000635,f80aa9ea,Stadtwerke Güstrow GmbH,Stadtwerke Güstrow GmbH,169.0,0.0,0.0,169.0,0.0,0.0,0.0,169.0,169.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000641,a48f241b,Energieversorgung Trossingen GmbH,Energieversorgung Trossingen GmbH,12.0,0.0,1.0,2.0,2.0,5.0,4.0,13.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,15.0,2.0,3.0,7.0,25.0,2.0,0.0,0.0,27.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000643,013fe02a,Stadtwerke Brühl GmbH,Stadtwerke Brühl GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000645,a26ec6bc,Gemeinde-Elektrizitäts- und Wasserwerk Burtenbach,Gemeinde-Elektrizitäts- und Wasserwerk Burtenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000646,23aeebda,Stadtwerke Bebra GmbH,Stadtwerke Bebra GmbH,1198.0,0.0,1.0,,239.0,,,239.0,1199.0,0.1993,,,,,,,,,,,,,,,,,,,,,19.0,,122.0,8.0,149.0,,,,149.0,149.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000651,f6f1a4bc,Stadtwerke Bad Kissingen GmbH,Stadtwerke Bad Kissingen GmbH,197.0,0.0,0.0,120.0,40.0,30.0,7.0,197.0,197.0,1.0,,,,,,,,,,,,,,,,,,,,,22.0,2.0,154.0,21.0,130.0,60.0,9.0,0.0,199.0,199.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000656,17c6019d,Sömmerdaer Energieversorgung GmbH,Sömmerdaer Energieversorgung GmbH,173.0,0.0,0.0,173.0,0.0,0.0,0.0,173.0,173.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000658,1b1b0792,Energie- und Wasserversorgung Kirchzarten GmbH,Energie- und Wasserversorgung Kirchzarten GmbH,148.0,0.0,0.0,20.0,63.0,50.0,1.0,134.0,148.0,0.9054,,,,,,,,,,,,,,,,,,,,,24.0,,133.0,26.0,35.0,77.0,70.0,1.0,183.0,183.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000663,90f0f015,Stadtwerke Torgau GmbH,Stadtwerke Torgau GmbH,115.0,0.0,0.0,45.0,65.0,5.0,0.0,115.0,115.0,1.0,,,,,,,,,,,,,,,,,,,,,4.0,27.0,54.0,93.0,100.0,50.0,0.0,0.0,150.0,178.0,0.8427,,,,,,,,,,,,,,,,,,,,,,,
10000664,f7419838,Stadtwerke Bad Vilbel GmbH,Stadtwerke Bad Vilbel GmbH,238.0,0.0,0.0,238.0,0.0,0.0,0.0,238.0,238.0,1.0,,,,,,,,,,,,,,,,,,,,,26.0,0.0,180.0,41.0,247.0,0.0,0.0,0.0,247.0,247.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000667,ba968f2c,Stadtwerke Staßfurt GmbH,Stadtwerke Staßfurt GmbH,208.0,0.0,0.0,48.0,10.0,4.0,0.0,62.0,208.0,0.2981,7.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,7.0,0.8571,,,,,,,,,,,16.0,0.0,100.0,2.0,80.0,32.0,4.0,0.0,116.0,118.0,0.9831,,,,,,,,,,,,,,,,,,,,,,,
10000668,351bd33a,Stadtwerke Eschwege GmbH,Stadtwerke Eschwege GmbH,558.0,0.0,0.0,68.0,200.0,0.0,0.0,268.0,558.0,0.4803,,,,,,,,,,,,,,,,,,,,,56.0,0.0,0.0,38.0,89.0,10.0,0.0,0.0,99.0,94.0,1.0532,,,,,,,,,,,,,,,,,,,,,,,
10000670,ed425768,Stadtwerk Haßfurt GmbH,Stadtwerk Haßfurt GmbH,335.0,0.0,158.0,250.0,80.0,5.0,0.0,335.0,493.0,0.6795,3.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,,,,,,,,,,,41.0,50.0,158.0,40.0,91.0,188.0,10.0,0.0,289.0,289.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,,,,,,,,,,,
10000676,cbf24d1a,Stadtwerke Rotenburg (Wümme) GmbH,Stadtwerke Rotenburg (Wümme) GmbH,176.0,0.0,0.0,101.0,38.0,10.0,0.0,149.0,176.0,0.8466,,,,,,,,,,,,,,,,,,,,,30.0,0.0,107.0,78.0,215.0,0.0,0.0,0.0,215.0,215.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000684,14765b41,Stadtwerke Einbeck GmbH,Stadtwerke Einbeck GmbH,300.0,0.0,15.0,,315.0,,,315.0,315.0,1.0,20.0,10.0,5.0,,35.0,,,35.0,35.0,1.0,,,,,,,,,,,60.0,,30.0,70.0,,160.0,,,160.0,160.0,1.0,0.0,5.0,,2.0,0.0,,7.0,,,7.0,7.0,1.0,,,,,,,,,,,
10000686,04f56f29,Stadtwerke Hünfeld GmbH,Stadtwerke Hünfeld GmbH,295.0,0.0,0.0,50.0,210.0,5.0,0.0,265.0,295.0,0.8983,5.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,0.4,,,,,,,,,,,5.0,0.0,51.0,10.0,4.0,51.0,9.0,,64.0,66.0,0.9697,,,,,,,,,,,,,,,,,,,,,,,
10000691,e7919d3a,Gemeindewerke Bovenden GmbH & Co. KG,Gemeindewerke Bovenden GmbH & Co. KG,269.0,0.0,0.0,180.0,85.0,4.0,0.0,269.0,269.0,1.0,,,,,,,,,,,,,,,,,,,,,19.0,0.0,139.0,17.0,90.0,80.0,5.0,0.0,175.0,175.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000697,7dccb68e,Versorgungsbetriebe Bordesholm GmbH,Versorgungsbetriebe Bordesholm GmbH,172.0,0.0,0.0,0.0,172.0,0.0,0.0,172.0,172.0,1.0,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,10.0,0.0,19.0,0.0,0.0,19.0,19.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000698,ae25ec8e,TraveNetz GmbH,TraveNetz GmbH,1767.0,0.0,0.0,479.0,869.0,203.0,0.0,1551.0,1767.0,0.8778,24.0,1.0,0.0,0.0,0.0,18.0,6.0,24.0,25.0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000701,24606857,Alliander Netz Heinsberg GmbH,Alliander Netz Heinsberg GmbH,550.0,0.0,0.0,50.0,410.0,80.0,10.0,550.0,550.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000702,572b1a17,Stadtwerke Langen GmbH,Stadtwerke Langen GmbH,1127.0,0.0,0.0,0.0,676.0,451.0,0.0,1127.0,1127.0,1.0,7.0,0.0,1.0,0.0,0.0,8.0,0.0,8.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000708,2129f259,Gemeindewerke Gundelfingen GmbH,Gemeindewerke Gundelfingen GmbH,82.0,0.0,0.0,0.0,44.0,38.0,0.0,82.0,82.0,1.0,,,,,,,,,,,,,,,,,,,,,7.0,16.0,70.0,11.0,0.0,67.0,37.0,0.0,104.0,104.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000710,49976619,KEW Kommunale Energie- und Wasserversorgung AG,KEW Kommunale Energie- und Wasserversorgung AG,545.0,0.0,5.0,28.0,365.0,140.0,29.0,562.0,550.0,1.0218,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,1.0,,,,,,,,,,,170.0,66.0,451.0,138.0,60.0,462.0,220.0,0.0,742.0,825.0,0.8994,0.0,3.0,3.0,1.0,0.0,3.0,1.0,2.0,0.0,6.0,7.0,0.8571,,,,,,,,,,,
10000712,a0b885de,Stadtwerke Dorfen GmbH,Stadtwerke Dorfen GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000716,4fc9913d,Stadtwerke Münchberg,Stadtwerke Münchberg,131.0,0.0,0.0,130.0,1.0,0.0,0.0,131.0,131.0,1.0,,,,,,,,,,,,,,,,,,,,,13.0,0.0,40.0,11.0,1.0,11.0,1.0,0.0,13.0,64.0,0.2031,,,,,,,,,,,,,,,,,,,,,,,
10000717,f0fed8d7,Stadtwerke Pasewalk GmbH,Stadtwerke Pasewalk GmbH,62.0,0.0,0.0,8.0,4.0,0.0,0.0,12.0,62.0,0.1935,,,,,,,,,,,,,,,,,,,,,1.0,0.0,16.0,1.0,6.0,2.0,0.0,0.0,8.0,18.0,0.4444,,,,,,,,,,,,,,,,,,,,,,,
10000719,4473ce84,Neubrandenburger Stadtwerke GmbH,Neubrandenburger Stadtwerke GmbH,154.0,0.0,0.0,0.0,84.0,63.0,7.0,154.0,154.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,8.0,,,25.0,0.0,23.0,9.0,1.0,33.0,33.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000726,3f4b3150,Stadtwerke Waiblingen GmbH,Stadtwerke Waiblingen GmbH,280.0,0.0,0.0,278.0,2.0,0.0,0.0,280.0,280.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,1.0,,,,,,,,,,,65.0,10.0,201.0,24.0,280.0,20.0,0.0,,300.0,300.0,1.0,1.0,3.0,6.0,1.0,0.0,4.0,6.0,1.0,,11.0,11.0,1.0,,,,,,,,,,,
10000729,60b5f98f,Stadtwerke Bad Saulgau,Stadtwerke Bad Saulgau,689.0,0.0,1.0,20.0,70.0,23.0,0.0,113.0,690.0,0.1638,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.4,,,,,,,,,,,22.0,0.0,108.0,12.0,0.0,121.0,4.0,0.0,125.0,142.0,0.8803,,,,,,,,,,,,,,,,,,,,,,,
10000731,b36f3f78,Schleswiger Stadtwerke GmbH,Schleswiger Stadtwerke GmbH,129.0,0.0,0.0,0.0,69.0,60.0,0.0,129.0,129.0,1.0,,,,,,,,,,,,,,,,,,,,,26.0,58.0,134.0,20.0,0.0,220.0,0.0,0.0,220.0,238.0,0.9244,,,,,,,,,,,,,,,,,,,,,,,
10000734,7e6c2496,Stadtwerke Deidesheim GmbH,Stadtwerke Deidesheim GmbH,81.0,0.0,0.0,81.0,0.0,0.0,0.0,81.0,81.0,1.0,,,,,,,,,,,,,,,,,,,,,17.0,0.0,63.0,,80.0,0.0,0.0,0.0,80.0,80.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000736,5154960b,Stadtwerke Wasserburg a. Inn,Stadtwerke Wasserburg a. Inn,105.0,0.0,0.0,5.0,,,,5.0,105.0,0.0476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000738,6c8091a2,Regionetz GmbH,Regionetz GmbH,5090.0,2.0,2.0,2497.0,1565.0,453.0,4.0,4519.0,5094.0,0.8871,41.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,44.0,0.0682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000742,dc4dfb01,Stadtwerke Bad Hersfeld GmbH,Stadtwerke Bad Hersfeld GmbH,344.0,0.0,0.0,90.0,234.0,36.0,0.0,360.0,344.0,1.0465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000744,012af0d4,Stadtwerke Quickborn GmbH,Stadtwerke Quickborn GmbH,280.0,0.0,0.0,94.0,93.0,93.0,0.0,280.0,280.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,1.0,,,,,,,,,,,71.0,0.0,523.0,119.0,214.0,285.0,213.0,0.0,712.0,713.0,0.9986,,,,,,,,,,,,,,,,,,,,,,,
10000752,a5650ab3,Stadtwerke Bad Reichenhall KU,Stadtwerke Bad Reichenhall KU,75.0,0.0,0.0,75.0,0.0,0.0,0.0,75.0,75.0,1.0,,,,,,,,,,,,,,,,,,,,,12.0,0.0,52.0,3.0,52.0,0.0,0.0,0.0,52.0,67.0,0.7761,,,,,,,,,,,,,,,,,,,,,,,
10000755,7e9c16d5,Stadtwerke Dachau,Stadtwerke Dachau Eigenbetr. d. Stadt Dachau,281.0,0.0,0.0,13.0,149.0,75.0,1.0,238.0,281.0,0.847,,,,,,,,,,,,,,,,,,,,,57.0,2.0,170.0,93.0,86.0,159.0,78.0,0.0,323.0,322.0,1.0031,,,,,,,,,,,,,,,,,,,,,,,
10000761,d538b769,Stadtwerke Waldkirchen,Stadtwerke Waldkirchen,57.0,0.0,0.0,57.0,0.0,0.0,0.0,57.0,57.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,25.0,45.0,5.0,57.0,0.0,0.0,0.0,57.0,75.0,0.76,,,,,,,,,,,,,,,,,,,,,,,
10000766,0a1a618b,e-werk Sachsenwald GmbH,e-werk Sachsenwald GmbH,579.0,0.0,0.0,579.0,0.0,0.0,0.0,579.0,579.0,1.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,8.0,1.0,,,,,,,,,,,71.0,0.0,512.0,443.0,1026.0,0.0,0.0,0.0,1026.0,1026.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000768,6360904a,Gemeindewerke Münchweiler a.d. Rodalb AöR,Gemeindewerke Münchweiler a.d. Rodalb AöR,27.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,18.0,0.0,24.0,25.0,17.0,33.0,17.0,0.0,67.0,67.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000779,b5586616,Elektrizitäts- und Wasserversorgungsgenossenschaft Vagen eG,Elektrizitäts- und Wasserversorgungsgenossenschaft Vagen eG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000782,18a15069,Elektrizitätsgenossenschaft Vogling & Angrenzer eG,Elektrizitätsgenossenschaft Vogling & Angrenzer eG,165.0,0.0,0.0,165.0,0.0,0.0,0.0,165.0,165.0,1.0,,,,,,,,,,,,,,,,,,,,,19.0,25.0,131.0,17.0,192.0,0.0,0.0,0.0,192.0,192.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000783,de76ee77,Stadtwerke Munster-Bispingen GmbH,Stadtwerke Munster-Bispingen GmbH,219.0,0.0,0.0,20.0,120.0,30.0,10.0,180.0,219.0,0.8219,,,,,,,,,,,,,,,,,,,,,24.0,0.0,200.0,31.0,10.0,5.0,1.0,0.0,16.0,255.0,0.0627,,,,,,,,,,,,,,,,,,,,,,,
10000784,74b21199,Energieversorgung Gemünden GmbH,EVG Energieversorgung Gemünden GmbH,130.0,0.0,0.0,24.0,77.0,19.0,0.0,120.0,130.0,0.9231,,,,,,,,,,,,,,,,,,,,,7.0,5.0,98.0,2.0,22.0,21.0,8.0,0.0,51.0,112.0,0.4554,,,,,,,,,,,,,,,,,,,,,,,
10000786,6bc88d62,Stadtwerke Gaggenau,Stadtwerke Gaggenau,491.0,0.0,0.0,440.0,50.0,0.0,0.0,490.0,491.0,0.998,,,,,,,,,,,,,,,,,,,,,51.0,0.0,325.0,19.0,2.0,20.0,4.0,2.0,28.0,395.0,0.0709,,,,,,,,,,,,,,,,,,,,,,,
10000791,ad848761,Stadtwerke Sangerhausen GmbH,Stadtwerke Sangerhausen GmbH,311.0,0.0,1.0,235.0,51.0,18.0,0.0,304.0,312.0,0.9744,8.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,8.0,0.375,,,,,,,,,,,16.0,0.0,86.0,11.0,0.0,16.0,10.0,2.0,28.0,113.0,0.2478,,,,,,,,,,,,,,,,,,,,,,,
10000796,b679a044,Stadtwerke Velbert GmbH,Stadtwerke Velbert GmbH,398.0,0.0,0.0,317.0,0.0,0.0,0.0,317.0,398.0,0.7965,10.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,10.0,0.9,,,,,,,,,,,131.0,,187.0,51.0,366.0,3.0,0.0,0.0,369.0,369.0,1.0,0.0,4.0,,4.0,1.0,9.0,0.0,0.0,0.0,9.0,9.0,1.0,,,,,,,,,,,
10000799,20cdc2f5,Stadtwerke Zittau GmbH,Stadtwerke Zittau GmbH,87.0,,,10.0,77.0,,,87.0,87.0,1.0,,,,,,,,,,,,,,,,,,,,,13.0,142.0,21.0,2.0,172.0,3.0,3.0,,178.0,178.0,1.0,,2.0,1.0,,,,3.0,,,3.0,3.0,1.0,,,,,,,,,,,
10000802,130d1788,MVE Eurokom Gesellschaft für Energie- u. Kommunikationsleistungen mbH,MVE eurokom Ges. für Energie- und Kommunikationsleistungen mbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000803,3a5aadc6,Stadtwerke Uelzen GmbH,Stadtwerke Uelzen GmbH,320.0,1.0,15.0,315.0,15.0,5.0,1.0,336.0,336.0,1.0,6.0,1.0,0.0,1.0,3.0,2.0,1.0,7.0,7.0,1.0,,,,,,,,,,,48.0,5.0,224.0,27.0,229.0,0.0,0.0,0.0,229.0,304.0,0.7533,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,0.6,,,,,,,,,,,
10000806,082a5a4f,Stadtwerke Wertheim GmbH,Stadtwerke Wertheim GmbH,2280.0,0.0,1.0,2230.0,15.0,15.0,0.0,2260.0,2281.0,0.9908,,,,,,,,,,,,,,,,,,,,,372.0,414.0,978.0,587.0,168.0,0.0,0.0,0.0,168.0,2351.0,0.0715,,,,,,,,,,,,,,,,,,,,,,,
10000808,53c52316,Stadtwerke Plattling,Stadtwerke Plattling,179.0,0.0,0.0,100.0,52.0,27.0,0.0,179.0,179.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,0.0,91.0,17.0,93.0,31.0,0.0,0.0,124.0,124.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000812,e9d48864,Cramer-Mühle KG,Cramer - Mühle GmbH & Co. KG,55.0,0.0,0.0,14.0,,,,14.0,55.0,0.2545,,,,,,,,,,,,,,,,,,,,,20.0,0.0,43.0,5.0,14.0,6.0,0.0,0.0,20.0,68.0,0.2941,,,,,,,,,,,,,,,,,,,,,,,
10000813,f9186f48,E-Werke Haniel Haimhausen OHG,E-Werke Haniel Haimhausen GmbH & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,11.0,3.0,2.0,2.0,0.0,0.0,4.0,19.0,0.2105,,,,,,,,,,,,,,,,,,,,,,,
10000814,8ceac1ae,Stadtwerke Stadtroda GmbH,Stadtwerke Stadtroda GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000816,c3c2a45d,Stadtwerke Stade GmbH,Stadtwerke Stade GmbH,284.0,0.0,0.0,14.0,190.0,67.0,0.0,271.0,284.0,0.9542,,,,,,,,,,,,,,,,,,,,,62.0,0.0,172.0,50.0,10.0,110.0,30.0,0.0,150.0,284.0,0.5282,0.0,0.0,18.0,0.0,0.0,0.0,4.0,12.0,2.0,18.0,18.0,1.0,,,,,,,,,,,
10000818,58b7d04e,Stadtwerke Zwiesel,Stadtwerke Zwiesel,68.0,0.0,0.0,19.0,0.0,0.0,0.0,19.0,68.0,0.2794,,,,,,,,,,,,,,,,,,,,,3.0,0.0,24.0,2.0,24.0,0.0,0.0,0.0,24.0,29.0,0.8276,,,,,,,,,,,,,,,,,,,,,,,
10000824,c3b66878,Stadtwerke Döbeln GmbH,Stadtwerke Döbeln GmbH,260.0,,,,260.0,,,260.0,260.0,1.0,,,,,,,,,,,,,,,,,,,,,24.0,8.0,,35.0,5.0,62.0,,,67.0,67.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000826,cbaec7e9,Stadtwerke Coesfeld GmbH,Stadtwerke Coesfeld GmbH,366.0,0.0,0.0,309.0,0.0,55.0,0.0,364.0,366.0,0.9945,6.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,1.0,,,,,,,,,,,110.0,54.0,112.0,81.0,2.0,5.0,80.0,0.0,87.0,357.0,0.2437,,,,,,,,,,,,,,,,,,,,,,,
10000828,ece93264,Stadtwerke Heilsbronn,Stadtwerke Heilsbronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000831,0a298ad5,Stadtwerke Baden-Baden,Stadtwerke Baden-Baden,509.0,0.0,0.0,0.0,407.0,102.0,0.0,509.0,509.0,1.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,9.0,1.0,,,,,,,,,,,79.0,0.0,304.0,88.0,283.0,188.0,0.0,0.0,471.0,471.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10000840,b34f5e3c,Stadtwerke Delitzsch GmbH,Stadtwerke Delitzsch GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,91.0,8.0,70.0,44.0,0.0,0.0,114.0,114.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
