bnr,vnb_id,firmenname,bnetza_name,c001,c002,c003,c004,c005,c006,c007,c008,c009,c010,c011,c012,c013,c014,c015,c016,c017,c018,c019,c020,c021,c022,c023,c024,c025,c026,c027,c028,c029,c030,c031,c032,c033,c034,c035,c036,c037,c038,c039,c040,c041,c042,c043,c044,c045,c046,c047,c048,c049,c050,c051,c052,c053,c054,c055,c056,c057,c058,c059,c060,c061,c062,c063,c064
10002813,5d7afa39,Harz Energie Netz GmbH,Harz Energie Netz GmbH,2345.0,0.0,0.0,769.0,1261.0,305.0,10.0,2345.0,2345.0,1.0,41.0,0.0,0.0,0.0,0.0,41.0,0.0,41.0,41.0,1.0,13.0,3.0,0.0,0.0,0.0,13.0,3.0,16.0,16.0,1.0,444.0,26.0,1328.0,212.0,1000.0,492.0,2.0,0.0,1494.0,2010.0,0.7433,0.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,24.0,0.1667,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,1.0
10002846,1d63d3b5,MVV Netze GmbH,MVV Netze GmbH,1517.0,0.0,0.0,1.0,2.0,4.0,3.0,10.0,1517.0,0.0066,22.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,22.0,0.0909,,,,,,,,,,,360.0,137.0,1021.0,34.0,5.0,36.0,69.0,44.0,154.0,1552.0,0.0992,0.0,15.0,40.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,57.0,0.0526,,,,,,,,,,,
10002848,218f4912,Greizer Energienetze GmbH,Greizer Energienetze GmbH,200.0,0.0,0.0,100.0,100.0,0.0,0.0,200.0,200.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,179.0,73.0,7.0,100.0,110.0,51.0,0.0,261.0,261.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10002915,154da34f,Thüga Energienetze GmbH,Thüga Energienetze GmbH,870.0,0.0,0.0,765.75,35.0,0.0,0.0,800.75,870.0,0.9204,22.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,22.0,0.2273,,,,,,,,,,,177.0,138.0,729.0,137.0,1147.0,23.0,0.0,0.0,1170.0,1181.0,0.9907,0.0,2.0,6.0,1.0,0.0,9.0,0.0,0.0,0.0,9.0,9.0,1.0,,,,,,,,,,,
10002917,0531bccf,REDINET Burgenland GmbH,REDINET Burgenland GmbH,170.0,0.0,0.0,18.0,47.0,42.0,63.0,170.0,170.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,5.0,1.0,,,,,,,,,,,9.0,73.0,0.0,9.0,7.0,62.0,4.0,0.0,73.0,91.0,0.8022,,,,,,,,,,,,,,,,,,,,,,,
10002941,0b2d22e0,SachsenNetze GmbH,SachsenNetze GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002953,08dc392a,BTT Bauteam Tretzel GmbH,BTT Bauteam Tretzel GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,59.0,59.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10002954,4bb53a78,EWR Netz GmbH,EWR Netz GmbH,4748.0,2.0,2.0,10.0,323.0,1240.0,262.0,1835.0,4752.0,0.3862,103.0,12.0,,0.0,1.0,9.0,0.0,10.0,115.0,0.087,,,,,,,,,,,908.0,,3791.0,658.0,6.0,580.0,24.0,16.0,626.0,5357.0,0.1169,,20.0,30.0,23.0,0.0,0.0,45.0,24.0,3.0,72.0,73.0,0.9863,,,,,,,,,,,
10002962,31a817c1,Stadtwerke Arnstadt Netz GmbH & Co. KG,Stadtwerke Arnstadt Netz GmbH & Co. KG,71.0,0.0,0.0,6.0,60.0,10.0,0.0,76.0,71.0,1.0704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002966,5c4d5f81,enercity Netz GmbH,enercity Netz GmbH,1934.0,0.0,0.0,484.0,1000.0,79.0,1.0,1564.0,1934.0,0.8087,25.0,0.0,0.0,6.0,13.0,1.0,0.0,20.0,25.0,0.8,,,,,,,,,,,364.0,0.0,320.0,145.0,209.0,123.0,13.0,0.0,345.0,829.0,0.4162,,,,,,,,,,,,,,,,,,,,,,,
10002974,90c2e6f9,Netze ODR GmbH,Netze ODR GmbH,7549.0,1.0,1.0,1206.0,,2057.0,2535.0,7822.0,7551.0,1.0359,577.0,25.0,20.0,1.0,15.0,44.0,55.0,115.0,622.0,0.1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002977,7c17e8a8,TWL Netze GmbH,TWL Netze GmbH,453.0,0.0,0.0,126.6,295.4,,,422.0,453.0,0.9316,17.0,0.0,0.0,0.0,10.0,7.0,,17.0,17.0,1.0,,,,,,,,,,,91.0,78.0,424.0,81.0,18.0,160.0,,,178.0,674.0,0.2641,,17.0,0.0,0.0,0.0,,5.0,12.0,,17.0,17.0,1.0,,,,,,,,,,,
10002990,7154c434,Stadtwerke Nordfriesland - Netz GmbH,Stadtwerke Nordfriesland - Netz GmbH,233.0,3.0,0.0,0.0,224.0,0.0,12.0,236.0,236.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002992,cf4b1c8f,Pfalzwerke Netz AG,Pfalzwerke Netz AG,7664.0,2.0,16.0,1566.0,2489.0,39.0,0.0,4094.0,7682.0,0.5329,290.0,67.0,5.0,0.0,27.0,112.0,23.0,162.0,362.0,0.4475,24.0,31.0,0.0,0.0,0.0,0.0,55.0,55.0,55.0,1.0,1276.0,6.0,6115.0,1167.0,8564.0,0.0,0.0,0.0,8564.0,8564.0,1.0,0.0,14.0,18.0,54.0,0.0,0.0,46.0,14.0,0.0,60.0,86.0,0.6977,,,,,,,,,,,
10002996,9cf5c994,Stadtwerke Bad Bramstedt Netz GmbH,Stadtwerke Bad Bramstedt Netz GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002997,fed6ac62,ENA Energienetze Apolda GmbH,ENA Energienetze Apolda GmbH,91.0,0.0,0.0,89.0,1.0,1.0,0.0,91.0,91.0,1.0,,,,,,,,,,,,,,,,,,,,,16.0,105.0,68.0,11.0,180.0,7.0,6.0,0.0,193.0,200.0,0.965,,,,,,,,,,,,,,,,,,,,,,,
10003001,60f67e34,PVU Energienetze GmbH,PVU Energienetze GmbH,87.0,0.0,0.0,87.0,0.0,0.0,0.0,87.0,87.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,0.0,65.0,3.0,71.0,0.0,0.0,0.0,71.0,71.0,1.0,0.0,2.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,12.0,12.0,1.0,,,,,,,,,,,
10003004,1b5752bd,Elektrizitätswerk Rohrdorf Josef Haimmerer,E-Werk Rohrdorf Josef Haimmerer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003005,99056138,badenovaNetze GmbH,badenovaNETZE GmbH,2877.0,0.0,18.0,300.0,1000.0,1100.0,100.0,2500.0,2895.0,0.8636,,,,,,,,,,,,,,,,,,,,,240.0,74.0,820.0,178.0,31.0,111.0,227.0,10.0,379.0,1312.0,0.2889,0.0,13.0,28.0,5.0,3.0,0.0,0.0,18.0,2.0,20.0,49.0,0.4082,,,,,,,,,,,
10003007,eab55657,WEMAG Netz GmbH,WEMAG Netz GmbH,4985.0,3.0,7.0,2584.0,708.0,102.0,8.0,3402.0,4995.0,0.6811,553.0,24.0,10.0,0.0,4.0,2.0,2.0,8.0,587.0,0.0136,,,,,,,,,,,144.0,0.0,2097.0,233.0,1200.0,360.0,0.0,0.0,1560.0,2474.0,0.6306,,,,,,,,,,,,,,,,,,,,,,,
10003010,83741450,Stadtwerke Rostock Netzgesellschaft mbH,Stadtwerke Rostock Netzgesellschaft mbH,744.0,0.0,0.0,144.0,381.0,32.0,0.0,557.0,744.0,0.7487,,,,,,,,,,,,,,,,,,,,,150.0,168.0,0.0,75.0,90.0,33.0,1.0,0.0,124.0,393.0,0.3155,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,10.0,1.0,,,,,,,,,,,
10003011,991c17ee,Mittelhessen Netz GmbH,Mittelhessen Netz GmbH,966.0,0.0,0.0,966.0,,,,966.0,966.0,1.0,12.0,16.0,1.0,12.0,,,1.0,13.0,29.0,0.4483,,,,,,,,,,,205.0,9.0,740.0,199.0,1153.0,,,,1153.0,1153.0,1.0,0.0,8.0,2.0,8.0,1.0,19.0,,,,19.0,19.0,1.0,,,,,,,,,,,
10003013,c7158627,Regensburg Netz GmbH,Regensburg Netz GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003017,a23c6cb4,Energienetze Bayern GmbH,Energienetze Bayern GmbH,397.0,0.0,0.0,17.0,149.0,67.0,1.0,234.0,397.0,0.5894,,,,,,,,,,,,,,,,,,,,,67.0,23.0,217.0,87.0,41.0,59.0,29.0,0.0,129.0,394.0,0.3274,,,,,,,,,,,,,,,,,,,,,,,
10003019,eedfe8cd,Stadtwerke Husum Netz GmbH,Stadtwerke Husum Netz GmbH,283.0,0.0,0.0,214.0,62.0,6.0,0.0,282.0,283.0,0.9965,,,,,,,,,,,,,,,,,,,,,57.0,0.0,100.0,103.0,260.0,0.0,0.0,0.0,260.0,260.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003021,88bb29c6,energis-Netzgesellschaft mbH,energis-Netzgesellschaft mbH,6237.0,0.0,1.0,149.0,4490.0,349.0,0.0,4988.0,6238.0,0.7996,70.0,5.0,5.0,0.0,0.0,2.0,2.0,4.0,80.0,0.05,,,,,,,,,,,6383.0,506.0,7823.0,9675.0,556.0,3893.0,1112.0,0.0,5561.0,24387.0,0.228,0.0,20.0,0.0,11.0,0.0,1.0,12.0,18.0,0.0,31.0,31.0,1.0,,,,,,,,,,,
10003031,cf2208ee,NHF Netzgesellschaft Heilbronn-Franken mbH,NHF Netzgesellschaft Heilbronn-Franken mbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003039,840d05a0,SWE Netz GmbH,SWE Netz GmbH,1406.0,0.0,1.0,300.0,1084.0,22.0,0.0,1406.0,1407.0,0.9993,6.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,6.0,1.0,,,,,,,,,,,142.0,318.0,761.0,40.0,900.0,300.0,61.0,0.0,1261.0,1261.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,1.0,,,,,,,,,,,
10003043,4768112d,ews-Netz GmbH,ews - Netz GmbH,108.0,0.0,0.0,108.0,0.0,0.0,0.0,108.0,108.0,1.0,,,,,,,,,,,,,,,,,,,,,17.0,15.0,70.0,35.0,5.0,25.0,11.0,1.0,42.0,137.0,0.3066,,,,,,,,,,,,,,,,,,,,,,,
10003047,e8cb7e93,Oberhausener Netzgesellschaft mbH,Oberhausener Netzgesellschaft mbH,704.0,0.0,0.0,308.0,259.0,54.0,1.0,622.0,704.0,0.8835,10.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,1.0,,,,,,,,,,,209.0,0.0,1066.0,60.0,0.0,20.0,63.0,15.0,98.0,1335.0,0.0734,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,
10003053,27b73a6a,Saalfelder Energienetze GmbH,Saalfelder Energienetze GmbH,142.0,0.0,117.0,30.0,100.0,11.0,1.0,142.0,259.0,0.5483,,,,,,,,,,,,,,,,,,,,,25.0,1.0,107.0,20.0,80.0,73.0,0.0,0.0,153.0,153.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003055,82e7d4ac,Netzgesellschaft Düsseldorf mbH,Netzgesellschaft Düsseldorf mbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003062,ace9b9a8,Stromkontor Rostock Port GmbH,Stromkontor Rostock Port GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003071,00fbae60,Mainfranken Netze GmbH,Mainfranken Netze GmbH,1910.0,0.0,0.0,296.0,1424.0,130.0,0.0,1850.0,1910.0,0.9686,44.0,5.0,0.0,15.0,0.0,34.0,0.0,49.0,49.0,1.0,,,,,,,,,,,184.0,17.0,1609.0,180.0,1954.0,36.0,0.0,0.0,1990.0,1990.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,6.0,1.0,,,,,,,,,,,
10003074,80cd0ab3,Stadtwerke Suhl/Zella-Mehlis Netz GmbH,Stadtwerke Suhl/Zella-Mehlis Netz GmbH,223.0,0.0,0.0,223.0,0.0,0.0,0.0,223.0,223.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,0.6,,,,,,,,,,,25.0,25.0,142.0,17.0,180.0,29.0,0.0,0.0,209.0,209.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003079,7725b212,Mainzer Netze GmbH,Mainzer Netze GmbH,1976.0,0.0,409.0,184.0,815.0,337.0,1.0,1337.0,2385.0,0.5606,88.0,0.0,8.0,4.0,4.0,2.0,0.0,10.0,96.0,0.1042,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.1667,581.0,0.0,935.0,350.0,70.0,50.0,0.0,0.0,120.0,1866.0,0.0643,0.0,27.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,6.0,31.0,0.1935,,,,,,,,,,,
10003087,18b0c24c,Elektrizitätswerke Schönau Netze GmbH,Elektrizitätswerke Schönau Netze GmbH,105.0,0.0,0.0,10.0,95.0,0.0,0.0,105.0,105.0,1.0,,,,,,,,,,,,,,,,,,,,,10.0,0.0,61.0,1.0,35.0,37.0,0.0,0.0,72.0,72.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003088,473a8c55,Netzwerke Merzig GmbH,Netzwerke Merzig GmbH,411.0,0.0,0.0,211.0,200.0,0.0,0.0,411.0,411.0,1.0,,,,,,,,,,,,,,,,,,,,,48.0,0.0,209.0,70.0,177.0,150.0,0.0,0.0,327.0,327.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003090,3d60cba6,EWR Netze GmbH,EWR Netze GmbH,57.0,0.0,0.0,2.0,10.0,7.0,1.0,20.0,57.0,0.3509,,,,,,,,,,,,,,,,,,,,,10.0,0.0,30.0,5.0,5.0,28.0,8.0,4.0,45.0,45.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003091,a5cbfcb4,TWS Netz GmbH,TWS Netz GmbH,522.0,0.0,0.0,511.56,5.0,5.0,0.0,521.56,522.0,0.9992,26.0,0.0,0.0,21.06,0.0,2.0,3.0,26.06,26.0,1.0023,,,,,,,,,,,61.0,0.0,270.0,43.0,349.0,25.0,,,374.0,374.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003096,8b5ef500,Städtische Werke Borna Netz GmbH,Städtische Werke Borna Netz GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003098,b17dcadb,KommEnergie GmbH,KommEnergie GmbH,557.0,0.0,0.0,55.0,365.0,132.0,1.0,553.0,557.0,0.9928,,,,,,,,,,,,,,,,,,,,,49.0,27.0,498.0,66.0,107.0,103.0,45.0,0.0,255.0,640.0,0.3984,,,,,,,,,,,,,,,,,,,,,,,
10003099,ebeaf17b,e.wa riss Netze GmbH,e.wa riss Netze GmbH,424.0,0.0,5.0,394.0,1.0,8.0,7.0,410.0,429.0,0.9557,10.0,0.0,1.0,10.0,0.0,0.0,0.0,10.0,11.0,0.9091,,,,,,,,,,,56.0,2.0,149.0,45.0,57.0,1.0,0.0,0.0,58.0,252.0,0.2302,,,,,,,,,,,,,,,,,,,,,,,
10003101,7cc4df57,Stadtwerke Wiesbaden Netz GmbH,Stadtwerke Wiesbaden Netz GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003102,a3925546,Stadtwerke Ludwigsburg-Kornwestheim GmbH,Stadtwerke Ludwigsburg - Kornwestheim GmbH,606.0,0.0,0.0,181.8,303.0,121.2,,606.0,606.0,1.0,,,,,,,,,,,,,,,,,,,,,76.0,0.0,291.0,48.0,291.0,83.0,42.0,0.0,416.0,415.0,1.0024,,,,,,,,,,,,,,,,,,,,,,,
10003105,8f47ca86,Stadtwerke Ostmünsterland GmbH & Co. KG,Stadtwerke Ostmünsterland GmbH & Co. KG,923.0,0.0,2.0,100.0,807.0,17.0,1.0,925.0,925.0,1.0,15.0,3.0,1.0,0.0,4.0,9.0,6.0,19.0,19.0,1.0,,,,,,,,,,,179.0,,,68.0,26.0,182.0,39.0,0.0,247.0,247.0,1.0,,2.0,,1.0,,0.0,0.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,
10003110,3b5cd659,SWL Verteilungsnetzgesellschaft mbH,SWL Verteilungsnetzgesellschaft mbH,476.0,1.0,0.0,123.0,222.0,84.0,0.0,429.0,477.0,0.8994,,,,,,,,,,,,,,,,,,,,,60.0,0.0,311.0,97.0,268.0,133.0,7.0,0.0,408.0,468.0,0.8718,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,
10003122,908b1e0f,SWS Netze GmbH,SWS Netze GmbH,1911.0,1.0,9.0,0.0,958.5,955.5,0.0,1914.0,1921.0,0.9964,25.0,2.0,5.0,0.0,0.0,25.0,0.0,25.0,32.0,0.7812,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.6667,,,,,,,,,,,
10003127,39063a29,VersorgungsBetriebe Elbe GmbH,VersorgungsBetriebe Elbe GmbH,242.0,0.0,0.0,58.0,184.0,0.0,0.0,242.0,242.0,1.0,,,,,,,,,,,,,,,,,,,,,21.0,0.0,85.0,19.0,72.0,52.0,1.0,0.0,125.0,125.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003129,5d919e49,SSW Netz GmbH,SSW Netz GmbH,312.0,0.0,0.0,5.0,201.0,97.0,9.0,312.0,312.0,1.0,10.0,0.0,0.0,0.0,2.0,6.0,2.0,10.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,28.0,0.0,169.0,75.0,150.0,10.0,0.0,0.0,160.0,272.0,0.5882,,,,,,,,,,,,,,,,,,,,,,,
10003144,6b6a4d61,EnergieSüdwest Netz GmbH,EnergieSüdwest Netz GmbH,297.0,0.0,3.0,297.0,0.0,0.0,0.0,297.0,300.0,0.99,7.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,1.0,,,,,,,,,,,78.0,0.0,,83.0,80.0,83.0,0.0,0.0,163.0,161.0,1.0124,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,0.6,,,,,,,,,,,
10003148,057fea5c,Netzgesellschaft Lübbecke mbH,Netzgesellschaft Lübbecke mbH,285.0,0.0,1.0,100.0,80.0,60.0,47.0,287.0,286.0,1.0035,5.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,5.0,1.0,,,,,,,,,,,70.0,0.0,204.0,34.0,200.0,50.0,50.0,8.0,308.0,308.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.25,,,,,,,,,,,
10003151,4e48563c,Netzwerke Saarlouis GmbH,Netzwerke Saarlouis GmbH,134.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,134.0,0.0075,,,,,,,,,,,,,,,,,,,,,32.0,3.0,72.0,52.0,4.0,0.0,6.0,0.0,10.0,159.0,0.0629,,,,,,,,,,,,,,,,,,,,,,,
10003157,f5e867b1,Strom- und Gasnetz Wismar GmbH,Strom- und Gasnetz Wismar GmbH,95.0,0.0,0.0,41.0,54.0,0.0,0.0,95.0,95.0,1.0,,,,,,,,,,,,,,,,,,,,,38.0,0.0,6.0,29.0,3.0,38.0,5.0,0.0,46.0,73.0,0.6301,0.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,5.0,1.0,,,,,,,,,,,
10003164,91a638b5,Netzgesellschaft Frankfurt (Oder) mbH,Netzgesellschaft Frankfurt (Oder) mbH,178.0,0.0,0.0,178.0,0.0,0.0,0.0,178.0,178.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,,,,,,,,,,,45.0,0.0,142.0,29.0,216.0,0.0,0.0,0.0,216.0,216.0,1.0,0.0,12.0,0.0,3.0,3.0,15.0,0.0,0.0,0.0,15.0,18.0,0.8333,,,,,,,,,,,
10003168,ed796d96,Stadtwerke Schwerte GmbH,Stadtwerke Schwerte GmbH,295.0,0.0,0.0,74.0,221.0,0.0,0.0,295.0,295.0,1.0,,,,,,,,,,,,,,,,,,,,,64.0,0.0,184.0,61.0,0.0,309.0,0.0,0.0,309.0,309.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003170,dfe560c7,EUROGATE Technical Services GmbH,EUROGATE Technical Services GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.1429,,,,,,,,,,,,,,,,,,,,,,,
10003172,3f9e15d8,ENGIE Deutschland GmbH,Engie Deutschland GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003173,e1535a32,Stadtwerke Weißenfels Energienetze GmbH,Stadtwerke Weißenfels Energienetze GmbH,339.0,0.0,0.0,0.0,237.0,102.0,0.0,339.0,339.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,,,,,,,,,,,21.0,74.0,136.0,21.0,0.0,0.0,21.0,0.0,21.0,252.0,0.0833,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,,,,,,,,,,,
10003213,c16a3a51,EnR Energienetze Rudolstadt GmbH,EnR Energienetze Rudolstadt GmbH,67.0,0.0,0.0,5.0,57.0,5.0,0.0,67.0,67.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,1.0,,,,,,,,,,,6.0,60.0,52.0,5.0,20.0,98.0,5.0,0.0,123.0,123.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003216,aae7701c,Stadtwerke Burgdorf Netz GmbH,Stadtwerke Burgdorf Netz GmbH,291.0,0.0,0.0,0.0,291.0,0.0,0.0,291.0,291.0,1.0,,,,,,,,,,,,,,,,,,,,,11.0,24.0,270.0,26.0,5.0,50.0,6.0,0.0,61.0,331.0,0.1843,,,,,,,,,,,,,,,,,,,,,,,
10003218,3e40bffa,Energienetze Berlin GmbH,Energienetze Berlin GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003219,ea5ec9ca,Stadtwerke Springe GmbH,Stadtwerke Springe GmbH,280.0,0.0,0.0,10.0,250.0,10.0,10.0,280.0,280.0,1.0,,,,,,,,,,,,,,,,,,,,,33.0,0.0,195.0,16.0,3.0,28.0,1.0,1.0,33.0,244.0,0.1352,,,,,,,,,,,,,,,,,,,,,,,
10003221,bd80d44d,ASCANETZ GmbH,Ascanetz GmbH,121.0,0.0,0.0,2.0,93.0,22.0,4.0,121.0,121.0,1.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,6.0,0.8333,,,,,,,,,,,9.0,2.0,249.0,16.0,0.0,276.0,0.0,0.0,276.0,276.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003223,27bdc8e0,Stadtwerke Heidelberg Netze GmbH,Stadtwerke Heidelberg Netze GmbH,906.0,,,150.0,434.0,67.0,,651.0,906.0,0.7185,11.0,,,0.0,3.0,8.0,,11.0,11.0,1.0,,,,,,,,,,,142.0,,426.0,164.0,,732.0,,,732.0,732.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003230,a8cdde8f,Energieversorgung Rüsselsheim GmbH,Energieversorgung Rüsselsheim GmbH,292.0,0.0,0.0,292.0,0.0,0.0,0.0,292.0,292.0,1.0,,,,,,,,,,,,,,,,,,,,,45.0,0.0,0.0,10.0,45.0,10.0,0.0,0.0,55.0,55.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,27.0,27.0,1.0,,,,,,,,,,,
10003233,910d11e4,Elektrizitätswerk Wörth a.d. Donau Rupert Heider GmbH & Co. KG,Elektrizitätswerk Wörth a. d. Donau Rupert Heider & Co. KG,1200.0,0.0,0.0,1200.0,0.0,0.0,0.0,1200.0,1200.0,1.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,0.0588,,,,,,,,,,,114.0,0.0,587.0,120.0,821.0,0.0,0.0,0.0,821.0,821.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003235,b00b7804,Infrastrukturbetrieb der Stadt Arneburg,Infrastrukturbetrieb der Stadt Arneburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003284,b668bb12,Stadtwerke Dillingen/Saar Netzgesellschaft mbH,Stadtwerke Dillingen/Saar Netzgesellschaft mbH,176.0,0.0,0.0,176.0,0.0,0.0,0.0,176.0,176.0,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,1.0,,,,,,,,,,,10.0,0.0,76.0,40.0,10.0,0.0,0.0,0.0,10.0,126.0,0.0794,,,,,,,,,,,,,,,,,,,,,,,
10003295,8059cf38,Energie- und Wasserversorgung Hamm GmbH,Energie- und Wasserversorgung Hamm GmbH,2006.0,,,907.0,812.0,287.0,,2006.0,2006.0,1.0,26.0,13.0,,5.0,2.0,6.0,,13.0,39.0,0.3333,,,,,,,,,,,123.0,,479.0,135.0,737.0,0.0,0.0,0.0,737.0,737.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003322,4cf5cdc4,Netzgesellschaft Forst (Lausitz) mbH & Co. KG,Netzgesellschaft Forst (Lausitz) mbH & Co. KG,184.0,0.0,0.0,50.0,80.0,45.0,9.0,184.0,184.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,8.0,0.875,,,,,,,,,,,85.0,0.0,200.0,35.0,9.0,50.0,9.0,1.0,69.0,320.0,0.2156,,,,,,,,,,,,,,,,,,,,,,,
10003324,fb4bc183,Gemeindewerke Wadgassen GmbH,Gemeindewerke Wadgassen GmbH,102.0,0.0,0.0,0.0,102.0,0.0,0.0,102.0,102.0,1.0,,,,,,,,,,,,,,,,,,,,,19.0,0.0,75.0,35.0,129.0,0.0,0.0,0.0,129.0,129.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10003330,bd40e290,Verteilnetze Energie Weissenhorn GmbH & Co. KG,Verteilnetze Energie Weißenhorn GmbH & Co. KG,209.0,0.0,0.0,180.0,20.0,9.0,0.0,209.0,209.0,1.0,7.0,0.0,0.0,5.0,1.0,1.0,0.0,7.0,7.0,1.0,,,,,,,,,,,30.0,3.0,126.0,26.0,140.0,40.0,5.0,0.0,185.0,185.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
